antecedent,consequent,support,confidence,lift
bytes_per_packet_high AND packet_asymmetry_low AND state_con,proto_udp,0.020651,0.988264,2.738227
bytes_per_packet_high AND packet_asymmetry_low AND service_- AND state_con,proto_udp,0.020543,0.988203,2.738058
service_ftp,outbound_dominance_ratio_low,0.01784,0.912485,2.737456
proto_tcp AND service_ftp,outbound_dominance_ratio_low,0.01784,0.912485,2.737456
service_ftp AND state_fin,outbound_dominance_ratio_low,0.017788,0.912255,2.736765
proto_tcp AND service_ftp AND state_fin,outbound_dominance_ratio_low,0.017788,0.912255,2.736765
bytes_per_packet_medium AND packet_rate_high AND proto_udp,packet_asymmetry_medium AND service_-,0.012838,0.941054,2.736723
bytes_per_packet_medium AND packet_rate_high AND proto_udp AND state_int,packet_asymmetry_medium AND service_-,0.012838,0.941054,2.736723
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_high AND proto_udp AND state_int,packet_asymmetry_medium AND service_-,0.012838,0.941054,2.736723
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_high AND proto_udp,packet_asymmetry_medium AND service_-,0.012838,0.941054,2.736723
bytes_per_packet_medium AND outbound_dominance_ratio_low AND service_http,packet_rate_low,0.036021,0.912058,2.736173
bytes_per_packet_medium AND outbound_dominance_ratio_low AND proto_tcp AND service_http,packet_rate_low,0.036021,0.912058,2.736173
bytes_per_packet_medium AND outbound_dominance_ratio_low AND proto_tcp AND service_http AND state_fin,packet_rate_low,0.03601,0.912032,2.736097
bytes_per_packet_medium AND outbound_dominance_ratio_low AND service_http AND state_fin,packet_rate_low,0.03601,0.912032,2.736097
bytes_per_packet_low AND packet_asymmetry_low AND service_ftp,packet_rate_low AND proto_tcp,0.012735,0.79325,2.732922
bytes_per_packet_low AND outbound_dominance_ratio_low AND packet_asymmetry_low AND service_ftp,packet_rate_low AND proto_tcp,0.012735,0.79325,2.732922
bytes_per_packet_medium AND packet_asymmetry_low AND state_con,proto_udp,0.043567,0.986314,2.732823
bytes_per_packet_medium AND state_con,proto_udp,0.043567,0.986186,2.73247
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_asymmetry_low AND proto_tcp AND service_http,packet_rate_low,0.035348,0.910533,2.7316
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_asymmetry_low AND service_http,packet_rate_low,0.035348,0.910533,2.7316
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_asymmetry_low AND service_http AND state_fin,packet_rate_low,0.035337,0.910507,2.731521
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_asymmetry_low AND proto_tcp AND service_http AND state_fin,packet_rate_low,0.035337,0.910507,2.731521
bytes_per_packet_low AND outbound_dominance_ratio_low AND packet_asymmetry_low AND service_ftp AND state_fin,packet_rate_low AND proto_tcp,0.012684,0.792587,2.730637
bytes_per_packet_low AND packet_asymmetry_low AND service_ftp AND state_fin,packet_rate_low AND proto_tcp,0.012684,0.792587,2.730637
bytes_per_packet_medium AND outbound_dominance_ratio_low AND state_fin,proto_tcp AND service_-,0.111657,0.718195,2.725265
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_rate_medium AND state_int,proto_udp,0.082177,0.983013,2.723677
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND state_int,proto_udp,0.082177,0.983013,2.723677
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_medium AND state_int,proto_udp,0.082177,0.983013,2.723677
bytes_per_packet_low AND packet_rate_medium AND state_int,proto_udp,0.082177,0.983013,2.723677
outbound_dominance_ratio_low AND packet_asymmetry_low AND state_con,proto_udp,0.044251,0.982152,2.721292
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_low AND state_fin,proto_tcp AND service_-,0.023999,0.71711,2.721147
bytes_per_packet_medium AND packet_asymmetry_low AND proto_tcp,outbound_dominance_ratio_low,0.142636,0.907014,2.721042
bytes_per_packet_medium AND packet_asymmetry_low AND proto_tcp AND state_fin,outbound_dominance_ratio_low,0.142596,0.90699,2.720971
bytes_per_packet_medium AND packet_asymmetry_low AND state_fin,outbound_dominance_ratio_low,0.142596,0.90699,2.720971
packet_rate_medium AND state_con,proto_udp,0.060465,0.981303,2.71894
bytes_per_packet_low AND proto_tcp AND service_-,packet_rate_low,0.058326,0.906087,2.71826
bytes_per_packet_medium AND packet_asymmetry_medium AND proto_tcp,packet_rate_low AND state_fin,0.033466,0.766558,2.717365
packet_rate_low AND service_ftp,outbound_dominance_ratio_low,0.01452,0.905084,2.715251
packet_rate_low AND proto_tcp AND service_ftp,outbound_dominance_ratio_low,0.01452,0.905084,2.715251
packet_rate_low AND proto_tcp AND service_ftp AND state_fin,outbound_dominance_ratio_low,0.014469,0.904779,2.714337
packet_rate_low AND service_ftp AND state_fin,outbound_dominance_ratio_low,0.014469,0.904779,2.714337
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND packet_rate_medium,packet_asymmetry_medium AND service_-,0.070406,0.933318,2.714228
bytes_per_packet_medium AND packet_asymmetry_medium AND proto_unas AND state_int,outbound_dominance_ratio_medium AND service_-,0.068917,1.0,2.711822
packet_asymmetry_medium AND proto_ospf AND state_int,outbound_dominance_ratio_medium AND service_-,0.010095,1.0,2.711822
bytes_per_packet_medium AND packet_rate_high AND proto_unas AND state_int,outbound_dominance_ratio_medium AND service_-,0.038582,1.0,2.711822
packet_asymmetry_medium AND packet_rate_low AND proto_ospf,outbound_dominance_ratio_medium AND service_-,0.013665,1.0,2.711822
packet_asymmetry_medium AND packet_rate_medium AND proto_unas AND state_int,outbound_dominance_ratio_medium AND service_-,0.030215,1.0,2.711822
bytes_per_packet_medium AND packet_asymmetry_medium AND proto_unas,outbound_dominance_ratio_medium AND service_-,0.068917,1.0,2.711822
proto_ospf,outbound_dominance_ratio_medium AND service_-,0.0148,1.0,2.711822
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_unas,outbound_dominance_ratio_medium AND service_-,0.030215,1.0,2.711822
packet_asymmetry_medium AND packet_rate_high AND proto_unas,outbound_dominance_ratio_medium AND service_-,0.038582,1.0,2.711822
bytes_per_packet_medium AND packet_rate_medium AND proto_unas,outbound_dominance_ratio_medium AND service_-,0.030215,1.0,2.711822
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_unas AND state_int,outbound_dominance_ratio_medium AND service_-,0.038582,1.0,2.711822
packet_asymmetry_medium AND proto_unas AND state_int,outbound_dominance_ratio_medium AND service_-,0.068917,1.0,2.711822
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_high AND proto_unas,outbound_dominance_ratio_medium AND service_-,0.038582,1.0,2.711822
bytes_per_packet_low AND packet_rate_low AND proto_arp AND state_int,outbound_dominance_ratio_medium AND service_-,0.015792,1.0,2.711822
packet_rate_high AND proto_unas,outbound_dominance_ratio_medium AND service_-,0.038582,1.0,2.711822
packet_rate_low AND proto_ospf,outbound_dominance_ratio_medium AND service_-,0.013665,1.0,2.711822
packet_rate_medium AND proto_unas,outbound_dominance_ratio_medium AND service_-,0.030215,1.0,2.711822
bytes_per_packet_low AND packet_asymmetry_medium AND proto_arp,outbound_dominance_ratio_medium AND service_-,0.015792,1.0,2.711822
bytes_per_packet_low AND proto_arp AND state_int,outbound_dominance_ratio_medium AND service_-,0.015792,1.0,2.711822
bytes_per_packet_medium AND proto_unas,outbound_dominance_ratio_medium AND service_-,0.068917,1.0,2.711822
proto_arp AND state_int,outbound_dominance_ratio_medium AND service_-,0.015792,1.0,2.711822
packet_asymmetry_medium AND packet_rate_low AND proto_arp AND state_int,outbound_dominance_ratio_medium AND service_-,0.015792,1.0,2.711822
proto_unas,outbound_dominance_ratio_medium AND service_-,0.068917,1.0,2.711822
bytes_per_packet_low AND packet_asymmetry_medium AND proto_arp AND state_int,outbound_dominance_ratio_medium AND service_-,0.015792,1.0,2.711822
packet_asymmetry_medium AND packet_rate_medium AND proto_unas,outbound_dominance_ratio_medium AND service_-,0.030215,1.0,2.711822
packet_asymmetry_medium AND packet_rate_low AND proto_arp,outbound_dominance_ratio_medium AND service_-,0.015792,1.0,2.711822
bytes_per_packet_medium AND packet_rate_high AND proto_unas,outbound_dominance_ratio_medium AND service_-,0.038582,1.0,2.711822
bytes_per_packet_medium AND packet_rate_medium AND proto_unas AND state_int,outbound_dominance_ratio_medium AND service_-,0.030215,1.0,2.711822
packet_asymmetry_medium AND proto_ospf,outbound_dominance_ratio_medium AND service_-,0.0148,1.0,2.711822
packet_asymmetry_medium AND proto_arp,outbound_dominance_ratio_medium AND service_-,0.015792,1.0,2.711822
packet_asymmetry_medium AND proto_arp AND state_int,outbound_dominance_ratio_medium AND service_-,0.015792,1.0,2.711822
bytes_per_packet_medium AND proto_unas AND state_int,outbound_dominance_ratio_medium AND service_-,0.068917,1.0,2.711822
packet_asymmetry_medium AND proto_unas,outbound_dominance_ratio_medium AND service_-,0.068917,1.0,2.711822
packet_rate_high AND proto_unas AND state_int,outbound_dominance_ratio_medium AND service_-,0.038582,1.0,2.711822
packet_rate_medium AND proto_unas AND state_int,outbound_dominance_ratio_medium AND service_-,0.030215,1.0,2.711822
proto_ospf AND state_int,outbound_dominance_ratio_medium AND service_-,0.010095,1.0,2.711822
proto_unas AND state_int,outbound_dominance_ratio_medium AND service_-,0.068917,1.0,2.711822
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low AND proto_arp AND state_int,outbound_dominance_ratio_medium AND service_-,0.015792,1.0,2.711822
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low AND proto_arp,outbound_dominance_ratio_medium AND service_-,0.015792,1.0,2.711822
packet_asymmetry_medium AND packet_rate_high AND proto_unas AND state_int,outbound_dominance_ratio_medium AND service_-,0.038582,1.0,2.711822
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_unas AND state_int,outbound_dominance_ratio_medium AND service_-,0.030215,1.0,2.711822
packet_rate_low AND proto_arp AND state_int,outbound_dominance_ratio_medium AND service_-,0.015792,1.0,2.711822
bytes_per_packet_low AND outbound_dominance_ratio_medium AND proto_tcp,packet_asymmetry_medium AND service_-,0.021142,0.932344,2.711395
bytes_per_packet_low AND packet_rate_low AND state_int,outbound_dominance_ratio_medium AND service_-,0.017971,0.999683,2.710962
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_low AND state_int,outbound_dominance_ratio_medium AND service_-,0.017971,0.999683,2.710962
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_high,proto_udp,0.158349,0.978295,2.710606
bytes_per_packet_low AND packet_asymmetry_medium AND packet_rate_high,proto_udp,0.158349,0.978295,2.710606
bytes_per_packet_low AND packet_rate_high,proto_udp,0.158349,0.978295,2.710606
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_rate_high,proto_udp,0.158349,0.978295,2.710606
packet_asymmetry_low AND service_-,outbound_dominance_ratio_low AND state_fin,0.150193,0.777417,2.709355
packet_asymmetry_low AND service_-,outbound_dominance_ratio_low AND proto_tcp AND state_fin,0.150193,0.777417,2.709355
packet_asymmetry_low AND service_-,outbound_dominance_ratio_low AND proto_tcp,0.15033,0.778125,2.708433
state_req,outbound_dominance_ratio_medium AND packet_asymmetry_medium AND service_-,0.010055,0.885485,2.705946
bytes_per_packet_low AND packet_rate_medium AND proto_tcp AND state_fin,outbound_dominance_ratio_low,0.012906,0.901953,2.705859
bytes_per_packet_low AND packet_rate_medium AND state_fin,outbound_dominance_ratio_low,0.012906,0.901953,2.705859
bytes_per_packet_medium AND proto_tcp AND service_-,outbound_dominance_ratio_low AND packet_asymmetry_low AND state_fin,0.099532,0.721276,2.704531
bytes_per_packet_low AND packet_rate_medium AND proto_tcp,outbound_dominance_ratio_low AND packet_asymmetry_low,0.012792,0.842916,2.703849
packet_asymmetry_low AND state_con,proto_udp,0.064452,0.97557,2.703054
bytes_per_packet_medium AND service_- AND state_fin,outbound_dominance_ratio_low AND packet_asymmetry_low AND proto_tcp,0.099532,0.721425,2.702028
bytes_per_packet_high AND packet_rate_medium AND proto_udp AND state_con,outbound_dominance_ratio_medium AND service_-,0.017514,0.995785,2.700391
bytes_per_packet_high AND packet_asymmetry_low AND packet_rate_medium AND proto_udp AND state_con,outbound_dominance_ratio_medium AND service_-,0.017514,0.995785,2.700391
bytes_per_packet_high AND packet_asymmetry_low AND packet_rate_medium AND state_con,outbound_dominance_ratio_medium AND service_-,0.017514,0.995785,2.700391
bytes_per_packet_high AND packet_asymmetry_low AND packet_rate_medium AND proto_udp,outbound_dominance_ratio_medium AND service_-,0.017514,0.995785,2.700391
bytes_per_packet_high AND service_http,packet_rate_low AND proto_tcp,0.032782,0.783747,2.70018
bytes_per_packet_high AND service_http AND state_fin,packet_rate_low AND proto_tcp,0.032748,0.783677,2.699939
bytes_per_packet_medium AND packet_asymmetry_low AND packet_rate_low,outbound_dominance_ratio_low AND state_fin,0.055041,0.774124,2.697878
bytes_per_packet_medium AND packet_asymmetry_low AND packet_rate_low,outbound_dominance_ratio_low AND proto_tcp AND state_fin,0.055041,0.774124,2.697878
outbound_dominance_ratio_low AND packet_asymmetry_medium,proto_tcp AND service_-,0.015342,0.7107,2.696825
bytes_per_packet_medium AND proto_tcp,outbound_dominance_ratio_low AND state_fin,0.155468,0.773794,2.69673
bytes_per_packet_medium AND packet_asymmetry_low AND packet_rate_low,outbound_dominance_ratio_low AND proto_tcp,0.055081,0.774685,2.696458
bytes_per_packet_medium AND proto_udp AND state_int,packet_asymmetry_medium AND service_-,0.022539,0.926612,2.694725
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND proto_udp AND state_int,packet_asymmetry_medium AND service_-,0.022539,0.926612,2.694725
packet_rate_medium AND proto_udp AND state_int,bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_asymmetry_medium,0.082177,0.765988,2.694319
bytes_per_packet_medium AND state_fin,outbound_dominance_ratio_low AND proto_tcp,0.155468,0.77397,2.693969
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_medium AND state_int,outbound_dominance_ratio_medium AND service_-,0.069259,0.993293,2.693634
bytes_per_packet_medium AND packet_rate_medium AND state_int,outbound_dominance_ratio_medium AND service_-,0.069259,0.993293,2.693634
packet_rate_medium AND service_- AND state_fin,outbound_dominance_ratio_low AND packet_asymmetry_low,0.090715,0.839721,2.6936
packet_rate_medium AND proto_tcp AND service_- AND state_fin,outbound_dominance_ratio_low AND packet_asymmetry_low,0.090715,0.839721,2.6936
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND proto_tcp AND service_http,packet_rate_low AND state_fin,0.014418,0.759844,2.693564
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND service_http,packet_rate_low AND proto_tcp AND state_fin,0.014418,0.759844,2.693564
bytes_per_packet_medium AND outbound_dominance_ratio_medium AND service_http,packet_rate_low AND state_fin,0.014418,0.759844,2.693564
packet_asymmetry_medium AND packet_rate_medium AND proto_udp AND state_int,bytes_per_packet_low AND outbound_dominance_ratio_medium,0.082177,0.765988,2.692105
packet_rate_medium AND proto_udp AND state_int,bytes_per_packet_low AND outbound_dominance_ratio_medium,0.082177,0.765988,2.692105
bytes_per_packet_high AND packet_asymmetry_low AND proto_tcp AND service_http AND state_fin,outbound_dominance_ratio_low,0.025727,0.897354,2.692063
bytes_per_packet_high AND packet_asymmetry_low AND service_http,outbound_dominance_ratio_low,0.025727,0.897354,2.692063
bytes_per_packet_high AND packet_asymmetry_low AND service_http AND state_fin,outbound_dominance_ratio_low,0.025727,0.897354,2.692063
bytes_per_packet_high AND packet_asymmetry_low AND proto_tcp AND service_http,outbound_dominance_ratio_low,0.025727,0.897354,2.692063
packet_asymmetry_medium AND packet_rate_medium AND proto_udp,bytes_per_packet_low AND outbound_dominance_ratio_medium,0.082377,0.765448,2.690206
bytes_per_packet_medium AND packet_rate_high,outbound_dominance_ratio_medium AND service_-,0.096167,0.991707,2.689334
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_high,outbound_dominance_ratio_medium AND service_-,0.096167,0.991707,2.689334
bytes_per_packet_medium AND packet_asymmetry_medium AND packet_rate_high AND state_int,outbound_dominance_ratio_medium AND service_-,0.096133,0.991704,2.689326
bytes_per_packet_medium AND packet_rate_high AND state_int,outbound_dominance_ratio_medium AND service_-,0.096133,0.991704,2.689326
bytes_per_packet_high AND outbound_dominance_ratio_low AND service_-,packet_asymmetry_low AND proto_tcp,0.010385,0.823609,2.688294
bytes_per_packet_high AND packet_rate_medium AND proto_udp,outbound_dominance_ratio_medium AND service_-,0.032445,0.991288,2.688196
bytes_per_packet_high AND outbound_dominance_ratio_low AND service_-,packet_asymmetry_low AND state_fin,0.010374,0.822705,2.688094
bytes_per_packet_high AND outbound_dominance_ratio_low AND service_-,packet_asymmetry_low AND proto_tcp AND state_fin,0.010374,0.822705,2.688094
bytes_per_packet_low AND outbound_dominance_ratio_medium AND packet_rate_low AND proto_tcp,packet_asymmetry_medium AND service_-,0.016927,0.924323,2.688068
bytes_per_packet_medium AND proto_udp AND service_dns AND state_con,packet_asymmetry_low,0.043219,1.0,2.687301
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp AND service_dns AND state_con,packet_asymmetry_low,0.042637,1.0,2.687301
outbound_dominance_ratio_low AND packet_rate_medium AND service_dns,packet_asymmetry_low,0.042671,1.0,2.687301
bytes_per_packet_high AND outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp AND service_- AND state_con,packet_asymmetry_low,0.017514,1.0,2.687301
outbound_dominance_ratio_low AND proto_udp AND service_dns,packet_asymmetry_low,0.043298,1.0,2.687301
bytes_per_packet_medium AND packet_rate_medium AND proto_udp AND service_dns AND state_con,packet_asymmetry_low,0.042637,1.0,2.687301
bytes_per_packet_medium AND outbound_dominance_ratio_low AND proto_udp AND service_dns AND state_con,packet_asymmetry_low,0.043219,1.0,2.687301
outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,packet_asymmetry_low,0.042871,1.0,2.687301
bytes_per_packet_medium AND service_dns AND state_con,packet_asymmetry_low,0.043219,1.0,2.687301
outbound_dominance_ratio_low AND proto_udp AND service_dns AND state_con,packet_asymmetry_low,0.043298,1.0,2.687301
service_dns AND state_con,packet_asymmetry_low,0.043298,1.0,2.687301
bytes_per_packet_medium AND outbound_dominance_ratio_low AND service_dns,packet_asymmetry_low,0.043219,1.0,2.687301
outbound_dominance_ratio_low AND service_dns AND state_con,packet_asymmetry_low,0.043298,1.0,2.687301
bytes_per_packet_high AND packet_rate_medium AND proto_udp AND state_con,packet_asymmetry_low,0.017589,1.0,2.687301
bytes_per_packet_high AND outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp AND state_con,packet_asymmetry_low,0.017514,1.0,2.687301
bytes_per_packet_medium AND outbound_dominance_ratio_low AND proto_udp,packet_asymmetry_low,0.043567,1.0,2.687301
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND service_dns AND state_con,packet_asymmetry_low,0.042637,1.0,2.687301
outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp AND state_con,packet_asymmetry_low,0.042871,1.0,2.687301
packet_rate_medium AND service_dns AND state_con,packet_asymmetry_low,0.04266,1.0,2.687301
bytes_per_packet_medium AND outbound_dominance_ratio_low AND proto_udp AND service_dns,packet_asymmetry_low,0.043219,1.0,2.687301
bytes_per_packet_medium AND proto_udp AND state_con,packet_asymmetry_low,0.043567,1.0,2.687301
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp,packet_asymmetry_low,0.042734,1.0,2.687301
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND service_dns,packet_asymmetry_low,0.042637,1.0,2.687301
outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp AND service_dns,packet_asymmetry_low,0.04266,1.0,2.687301
bytes_per_packet_medium AND outbound_dominance_ratio_low AND state_con,packet_asymmetry_low,0.043606,1.0,2.687301
bytes_per_packet_medium AND outbound_dominance_ratio_low AND proto_udp AND state_con,packet_asymmetry_low,0.043567,1.0,2.687301
packet_rate_medium AND proto_udp AND service_dns AND state_con,packet_asymmetry_low,0.04266,1.0,2.687301
outbound_dominance_ratio_low AND service_dns,packet_asymmetry_low,0.04347,1.0,2.687301
bytes_per_packet_medium AND packet_rate_medium AND state_con,packet_asymmetry_low,0.042734,1.0,2.687301
outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp AND service_dns AND state_con,packet_asymmetry_low,0.04266,1.0,2.687301
bytes_per_packet_medium AND packet_rate_medium AND proto_udp AND state_con,packet_asymmetry_low,0.042734,1.0,2.687301
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp AND state_con,packet_asymmetry_low,0.042734,1.0,2.687301
proto_udp AND service_dns AND state_con,packet_asymmetry_low,0.043298,1.0,2.687301
bytes_per_packet_medium AND outbound_dominance_ratio_low AND service_dns AND state_con,packet_asymmetry_low,0.043219,1.0,2.687301
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND proto_udp AND service_dns,packet_asymmetry_low,0.042637,1.0,2.687301
bytes_per_packet_medium AND packet_rate_medium AND service_dns AND state_con,packet_asymmetry_low,0.042637,1.0,2.687301
bytes_per_packet_high AND packet_rate_medium AND proto_udp AND service_- AND state_con,packet_asymmetry_low,0.017526,1.0,2.687301
outbound_dominance_ratio_low AND packet_rate_medium AND service_dns AND state_con,packet_asymmetry_low,0.04266,1.0,2.687301
bytes_per_packet_medium AND outbound_dominance_ratio_low AND packet_rate_medium AND state_con,packet_asymmetry_low,0.042734,1.0,2.687301
bytes_per_packet_medium AND state_con,packet_asymmetry_low,0.044171,0.999871,2.686954
outbound_dominance_ratio_low AND proto_udp AND state_con,packet_asymmetry_low,0.044251,0.999614,2.686262
outbound_dominance_ratio_low AND proto_udp,packet_asymmetry_low,0.044251,0.999614,2.686262
bytes_per_packet_high AND outbound_dominance_ratio_medium AND proto_udp AND service_- AND state_con,packet_asymmetry_low,0.020201,0.998872,2.684269
bytes_per_packet_medium AND state_int,outbound_dominance_ratio_medium AND service_-,0.170844,0.989659,2.68378
bytes_per_packet_medium AND packet_asymmetry_medium AND state_int,outbound_dominance_ratio_medium AND service_-,0.170844,0.989659,2.68378
packet_rate_medium AND proto_udp AND state_con,packet_asymmetry_low,0.060385,0.998679,2.683752
bytes_per_packet_high AND proto_udp AND service_- AND state_con,packet_asymmetry_low,0.020543,0.99806,2.682088
outbound_dominance_ratio_low AND packet_rate_medium AND state_con,packet_asymmetry_low,0.042871,0.99695,2.679103
outbound_dominance_ratio_low AND packet_rate_low AND service_-,packet_asymmetry_low AND proto_tcp,0.059615,0.820744,2.678943
proto_udp AND state_con,packet_asymmetry_low,0.064452,0.995683,2.675699
outbound_dominance_ratio_low AND packet_rate_low AND service_-,packet_asymmetry_low AND proto_tcp AND state_fin,0.059478,0.81886,2.675531
outbound_dominance_ratio_low AND packet_rate_low AND service_-,packet_asymmetry_low AND state_fin,0.059478,0.81886,2.675531
packet_rate_medium AND proto_udp AND service_- AND state_con,packet_asymmetry_low,0.017663,0.9955,2.675207
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp AND service_- AND state_con,packet_asymmetry_low,0.017514,0.995462,2.675106
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp AND state_con,packet_asymmetry_low,0.017514,0.995462,2.675106
bytes_per_packet_high AND packet_asymmetry_medium AND packet_rate_medium AND state_int,outbound_dominance_ratio_medium AND service_-,0.015336,0.986427,2.675015
bytes_per_packet_high AND packet_rate_medium AND state_int,outbound_dominance_ratio_medium AND service_-,0.015336,0.986427,2.675015
bytes_per_packet_high AND packet_rate_medium AND state_int,proto_udp,0.015005,0.96515,2.674185
bytes_per_packet_high AND outbound_dominance_ratio_medium AND packet_rate_medium AND state_int,proto_udp,0.015005,0.96515,2.674185
bytes_per_packet_high AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND state_int,proto_udp,0.015005,0.96515,2.674185
bytes_per_packet_high AND packet_asymmetry_medium AND packet_rate_medium AND state_int,proto_udp,0.015005,0.96515,2.674185
bytes_per_packet_high AND packet_asymmetry_medium AND packet_rate_medium AND proto_udp,outbound_dominance_ratio_medium AND service_-,0.014931,0.986064,2.67403
packet_rate_medium AND proto_udp AND state_int,service_dns,0.077375,0.721227,2.673926
outbound_dominance_ratio_medium AND packet_rate_medium AND proto_udp AND state_int,service_dns,0.077375,0.721227,2.673926
packet_asymmetry_medium AND packet_rate_medium AND proto_udp AND state_int,service_dns,0.077375,0.721227,2.673926
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND proto_udp AND state_int,service_dns,0.077375,0.721227,2.673926
outbound_dominance_ratio_medium AND proto_tcp AND service_-,packet_rate_low AND state_fin,0.073816,0.754298,2.673905
bytes_per_packet_high AND packet_rate_medium AND proto_udp AND state_int,outbound_dominance_ratio_medium AND service_-,0.014794,0.985937,2.673686
bytes_per_packet_high AND packet_asymmetry_medium AND packet_rate_medium AND proto_udp AND state_int,outbound_dominance_ratio_medium AND service_-,0.014794,0.985937,2.673686
bytes_per_packet_high AND outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_medium AND service_- AND state_int,proto_udp,0.014794,0.964671,2.672856
bytes_per_packet_high AND packet_rate_medium AND service_- AND state_int,proto_udp,0.014794,0.964671,2.672856
bytes_per_packet_high AND outbound_dominance_ratio_medium AND packet_rate_medium AND service_- AND state_int,proto_udp,0.014794,0.964671,2.672856
bytes_per_packet_high AND packet_asymmetry_medium AND packet_rate_medium AND service_- AND state_int,proto_udp,0.014794,0.964671,2.672856
bytes_per_packet_high AND outbound_dominance_ratio_medium AND proto_udp AND state_con,packet_asymmetry_low,0.020201,0.994385,2.672212
bytes_per_packet_medium AND packet_rate_medium AND proto_udp AND service_dns,packet_asymmetry_low,0.042637,0.994149,2.671577
bytes_per_packet_medium AND packet_rate_medium AND service_dns,packet_asymmetry_low,0.042637,0.994149,2.671577
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_low AND proto_arp AND service_-,bytes_per_packet_low,0.015792,1.0,2.671496
packet_asymmetry_medium AND packet_rate_low AND proto_arp AND state_int,bytes_per_packet_low,0.015792,1.0,2.671496
outbound_dominance_ratio_low AND packet_asymmetry_low AND service_ftp-data AND state_fin,bytes_per_packet_low,0.01776,1.0,2.671496
packet_rate_low AND proto_arp AND service_-,bytes_per_packet_low,0.01626,1.0,2.671496
packet_rate_low AND proto_arp AND state_int,bytes_per_packet_low,0.015792,1.0,2.671496
proto_arp AND service_- AND state_int,bytes_per_packet_low,0.015792,1.0,2.671496
outbound_dominance_ratio_medium AND packet_rate_low AND proto_arp AND service_-,bytes_per_packet_low,0.01598,1.0,2.671496
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_low AND proto_arp AND state_int,bytes_per_packet_low,0.015792,1.0,2.671496
packet_rate_low AND proto_arp,bytes_per_packet_low,0.01626,1.0,2.671496
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND proto_arp AND service_-,bytes_per_packet_low,0.015792,1.0,2.671496
outbound_dominance_ratio_medium AND proto_arp AND service_- AND state_int,bytes_per_packet_low,0.015792,1.0,2.671496
outbound_dominance_ratio_medium AND packet_asymmetry_medium AND packet_rate_low AND proto_arp AND service_- AND state_int,bytes_per_packet_low,0.015792,1.0,2.671496
outbound_dominance_ratio_low AND packet_asymmetry_low AND packet_rate_low AND proto_tcp AND service_ftp-data,bytes_per_packet_low,0.01184,1.0,2.671496
packet_asymmetry_medium AND packet_rate_low AND proto_arp AND service_- AND state_int,bytes_per_packet_low,0.015792,1.0,2.671496
